Date,Close,High,Low,Open,Volume,HL_Pct,Daily_Return,Slope,ATR,DirectionalEntropy,EMA14,Slope_Next,Slope_Change,Slope_Target,ATR_Next,ATR_Change,ATR_Target,DirectionalEntropy_Next,DirectionalEntropy_Change,DirectionalEntropy_Target,EMA14_Next,EMA14_Change,EMA14_Target,EMA5,EMA20,EMA5_EMA20_Cross,RSI,BB_Upper,BB_Middle,BB_Lower,BB_Width
2023-09-28,2.944999933242798,2.9809999465942383,2.868000030517578,2.8910000324249268,123674,3.837009121838373,6.548480400681234,0.002758234149806972,0.13385162182005428,0.8904916399309523,2.717139605477321,0.007492299132294646,0.004734064982487674,1,0.1344336459718846,0.43482786679474594,1,0.8904916399309523,0.0,0,2.745387644856061,1.0396241445156635,1,2.7785696836377287,2.7025771197094244,0,61.710072762289435,2.8870997544620747,2.6875999927520753,2.488100231042076,0.14845941527609072
2023-09-29,2.928999900817871,2.996999979019165,2.8550000190734863,2.9489998817443848,114663,4.8480698106554305,-0.5432948314979646,0.007492299132294646,0.1344336459718846,0.8904916399309523,2.745387644856061,0.01037361700456211,0.0028813178722674635,1,0.1336169502981726,-0.6075083866153453,0,0.9612366044343368,0.07074496450338452,1,2.7580026140978275,0.4594968315459117,1,2.828713089364443,2.7241411941007048,0,60.70581840130917,2.9190395620842917,2.6956499934196474,2.472260424755003,0.16574078178544002
2023-10-02,2.8399999141693115,2.9579999446868896,2.8350000381469727,2.9579999446868896,124338,4.330982755536243,-3.038579367097549,0.01037361700456211,0.1336169502981726,0.9612366044343368,2.7580026140978275,0.013751638852632886,0.003378021848070777,1,0.13450146433872062,0.6619774202106671,1,0.9612366044343368,0.0,0,2.783468916450702,0.9233603413825916,1,2.832475364299399,2.735175357916763,0,55.31353347170457,2.9297304899080046,2.699399983882904,2.4690694778578037,0.17065311358103039
2023-10-03,2.9489998817443848,2.9660000801086426,2.819999933242798,2.8420000076293945,128578,4.950835968819473,3.8380271432844504,0.013751638852632886,0.13450146433872062,0.9612366044343368,2.783468916450702,0.017740650491399904,0.003989011638767017,1,0.13346565431293064,-0.7701105938753618,0,0.9612366044343368,0.0,0,2.8072730466824054,0.855196553157735,1,2.8713168701143945,2.755539598281298,0,59.999788430606834,2.9655578146901513,2.7177499771118163,2.4699421395334813,0.18236249814391184
2023-10-04,2.9619998931884766,3.055000066757202,2.934999942779541,2.940000057220459,155568,4.051321009619812,0.44082780486252027,0.017740650491399904,0.13346565431293064,0.9612366044343368,2.8072730466824054,0.02184174715817619,0.0041010966667762855,1,0.14128953832754831,5.8620954243953864,1,0.8904916399309523,-0.07074496450338452,0,2.8551032923745887,1.7037974182350517,1,2.901544544472422,2.7752024835105535,0,60.53141116612498,2.990680310311226,2.7403499722480773,2.4900196341849288,0.18269953881677908
2023-10-05,3.1659998893737793,3.2049999237060547,2.9649999141693115,2.98799991607666,220407,7.5805438383705726,6.8872384720346735,0.02184174715817619,0.14128953832754831,0.8904916399309523,2.8551032923745887,0.02854504532866413,0.00670329817048794,1,0.1453402993500243,2.866992893051425,1,0.8904916399309523,0.0,0,2.9194895279416846,2.255128062759014,1,2.989696326106208,2.812421284068956,0,67.77025537207275,3.0701136763874617,2.7696999669075013,2.469286257427541,0.21692870207554377
2023-10-06,3.3380000591278076,3.364000082015991,3.1659998893737793,3.183000087738037,247997,5.931701292238675,5.432728230071082,0.02854504532866413,0.1453402993500243,0.8904916399309523,2.9194895279416846,0.04063735584636305,0.01209231051769892,1,0.14560170149845833,0.1798552429044471,1,0.8904916399309523,0.0,0,2.9803575812188936,2.0848868507544385,1,3.1057975704467413,2.8624764055031324,0,72.37134573321896,3.1858803242924054,2.8063499689102174,2.4268196135280293,0.27047970466033505
2023-10-09,3.375999927520752,3.4709999561309814,3.322000026702881,3.3499999046325684,208300,4.413505113358291,1.1384022684191697,0.04063735584636305,0.14560170149845833,0.8904916399309523,2.9803575812188936,0.05509010566459902,0.014452749818235973,1,0.14327300253975844,-1.5993624626182985,0,0.7793498370035461,-0.11114180292740616,0,3.033909899654031,1.7968420558863143,1,3.195865022804745,2.9113834076000487,0,73.27894755278585,3.2865380670149666,2.844749963283539,2.402961859552111,0.3105988993292725
2023-10-10,3.381999969482422,3.4489998817443848,3.3359999656677246,3.371000051498413,170101,3.3412157627533494,0.17772636523947227,0.05509010566459902,0.14327300253975844,0.7793498370035461,3.033909899654031,0.06360219756325508,0.008512091898656059,1,0.14939636604068532,4.273913013882455,1,0.6193821943902247,-0.15996764261332141,0,3.079655258828171,1.5078021657583465,1,3.2579100050306375,2.956204032541227,0,73.42737933172148,3.3734397547391373,2.876699960231781,2.379960165724425,0.3453539134246958
2023-10-11,3.377000093460083,3.4539999961853027,3.2249999046325684,3.4049999713897705,211414,6.781169239415101,-0.14783784942209444,0.06360219756325508,0.14939636604068532,0.6193821943902247,3.079655258828171,0.06506373908493535,0.0014615415216802652,1,0.14793947907360686,-0.9751823325352555,0,0.7793498370035461,0.15996764261332141,1,3.1149012377963454,1.1444780667296377,1,3.2976067011737866,2.996279847866832,0,73.06316131615996,3.4446674046486883,2.911549961566925,2.378432518485162,0.3662086861767966
2023-10-12,3.3440001010894775,3.427999973297119,3.2990000247955322,3.384999990463257,160315,3.8576538457507414,-0.9771984441017123,0.06506373908493535,0.14793947907360686,0.7793498370035461,3.1149012377963454,0.06310111035357464,-0.001962628731360702,0,0.14772951492024308,-0.14192570818726893,0,0.8904916399309523,0.11114180292740616,1,3.1310477475615204,0.5183634578603171,1,3.3130711678123506,3.029396062459465,0,70.57491678904155,3.4994842597242313,2.9433499693870546,2.387215679049878,0.3778920591308347
2023-10-13,3.2360000610351562,3.3480000495910645,3.203000068664551,3.3459999561309814,139194,4.480839869951361,-3.229666171933876,0.06310111035357464,0.14772951492024308,0.8904916399309523,3.1310477475615204,0.055011003096024955,-0.008090107257549689,0,0.1502488415500855,1.705364450159173,1,0.9612366044343368,0.07074496450338452,1,3.1281080435633273,-0.09388882684662217,0,3.2873807988866193,3.0490726337523877,0,63.01163770944043,3.525206657901175,2.972949969768524,2.420693281635873,0.37152101027495615
2023-10-16,3.1089999675750732,3.184999942779541,3.052999973297119,3.184999942779541,165019,4.245737242171086,-3.9246010835814804,0.055011003096024955,0.1502488415500855,0.9612366044343368,3.1281080435633273,0.041228583618834726,-0.013782419477190229,0,0.14758822104616792,-1.7708093296883478,0,0.9957274517963866,0.03449084736204977,1,3.121560303912924,-0.2093194851078325,0,3.227920521782771,3.0547799988783577,0,55.481960523033216,3.535357731378525,2.9919999718666075,2.44864221235469,0.3632070619124606
2023-10-17,3.0789999961853027,3.13700008392334,3.0239999294281006,3.124000072479248,133591,3.6700277569093767,-0.9649395851608733,0.041228583618834726,0.14758822104616792,0.9957274517963866,3.121560303912924,0.028158253889817266,-0.01307032972901746,0,0.14568906607847115,-1.2867930477342664,0,0.9957274517963866,0.0,0,3.112818929294928,-0.28003222000992256,0,3.178280346583615,3.057086665288543,0,53.84513077434677,3.543985580894658,3.0035499691963197,2.4631143574979815,0.35986457175070485
2023-10-18,3.055999994277954,3.1579999923706055,3.0369999408721924,3.061000108718872,122851,3.9594257763407477,-0.7469958407224531,0.028158253889817266,0.14568906607847115,0.9957274517963866,3.112818929294928,0.019013198391421657,-0.009145055498395609,0,0.14592555631773038,0.1623253176266851,1,0.9957274517963866,0.0,0,3.0920430743444225,-0.6674289582019262,0,3.137520229148395,3.056983172811344,0,52.564753211037385,3.5459490608563042,3.0196999669075013,2.4934508729586984,0.3485439611324954
2023-10-19,2.9570000171661377,3.0920000076293945,2.943000078201294,3.072000026702881,138650,5.0388883518132594,-3.239528052918317,0.019013198391421657,0.14592555631773038,0.9957274517963866,3.0920430743444225,0.006024186165778026,-0.012989012225643632,0,0.1424308654130163,-2.3948450106333166,0,0.9957274517963866,0.0,0,3.0663039883555796,-0.832429735614214,0,3.0773468251543092,3.0474609675118005,0,47.34599936835943,3.529948994115527,3.0370499730110168,2.5441509519065066,0.3245906557249278
2023-10-20,2.8989999294281006,2.9769999980926514,2.880000114440918,2.9590001106262207,144044,3.34597744094699,-1.9614503686618767,0.006024186165778026,0.1424308654130163,0.9957274517963866,3.0663039883555796,-0.011679114352215915,-0.01770330051799394,0,0.1386857974670374,-2.629393520231077,0,0.9612366044343368,-0.03449084736204977,0,3.0475968056755844,-0.6100889784912548,0,3.0178978599122397,3.0333218210276387,-1,44.55507781832967,3.512823269000852,3.0501499652862547,2.5874766615716576,0.3033774135568941
2023-10-23,2.9260001182556152,2.9509999752044678,2.8610000610351562,2.9049999713897705,99128,3.075868439231865,0.931362176088113,-0.011679114352215915,0.1386857974670374,0.9612366044343368,3.0475968056755844,-0.025276916105668644,-0.013597801753452729,0,0.13742252989784995,-0.910884598322125,0,0.9612366044343368,0.0,0,3.037383892402971,-0.3351136624632886,0,2.987265279360032,3.023100706477922,0,46.146555888151916,3.491719663656336,3.0644999742507935,2.637280284845251,0.27881853026282943
2023-10-24,2.9709999561309814,2.996999979019165,2.875999927520752,2.9179999828338623,65427,4.072704587178345,1.537930145477695,-0.025276916105668644,0.13742252989784995,0.9612366044343368,3.037383892402971,-0.037059338538201515,-0.011782422432532871,0,0.13332091516986458,-2.9846741513449184,0,0.9612366044343368,0.0,0,3.0337327054776755,-0.12020827971161537,0,2.9818435049503487,3.0181387302544036,0,48.78509815777678,3.4674171257987307,3.0802499771118166,2.6930828284249024,0.2513868364995102
2023-10-25,3.009999990463257,3.0339999198913574,2.9539999961853027,2.9749999046325684,31461,2.6578047827083955,1.312690505154479,-0.037059338538201515,0.13332091516986458,0.9612366044343368,3.0337327054776755,-0.041041760392241645,-0.00398242185404013,0,0.1453694244989005,9.037223689685058,1,0.9612366044343368,0.0,0,3.0577683429671265,0.792279341092,1,2.991229000121318,3.0173636121790564,0,51.02467822990884,3.453489636095142,3.092549979686737,2.731610323278332,0.23342526961841814
2023-10-26,3.2139999866485596,3.2790000438690186,2.9769999980926514,3.0280001163482666,88611,9.396392253606749,6.777408532612861,-0.041041760392241645,0.1453694244989005,0.9612366044343368,3.0577683429671265,-0.03283956181872045,0.008202198573521197,1,0.15391447309927722,5.8781608511089285,1,0.9612366044343368,0.0,0,3.0719325684824796,0.4632210137151453,1,3.065485995630399,3.0360908859380564,1,60.704420622200274,3.463979929949036,3.1059999823570252,2.7480200347650143,0.23050866041560858
2023-10-27,3.1640000343322754,3.4010000228881836,3.135999917984009,3.250999927520752,140955,8.375477308112607,-1.5556923622897179,-0.03283956181872045,0.15391447309927722,0.9612366044343368,3.0719325684824796,-0.02426813513368039,0.00857142668504006,1,0.16013486338200705,4.041458972294038,1,0.8904916399309523,-0.07074496450338452,0,3.1092748924305025,1.2155971238154415,1,3.0983240085310246,3.0482727095946487,0,57.69456595304819,3.4670412538581328,3.1177499890327454,2.768458724207358,0.22406624396060185
2023-10-30,3.3519999980926514,3.4049999713897705,3.321000099182129,3.4000000953674316,119526,2.5059627761169168,5.9418445550065035,-0.02426813513368039,0.16013486338200705,0.8904916399309523,3.1092748924305025,-0.009195609669109121,0.015072525464571268,1,0.1709823757289797,6.773985450685742,1,0.9612366044343368,0.07074496450338452,1,3.1713715797975977,1.9971436915490783,1,3.1828826717182337,3.07719911802303,0,64.7680685700243,3.4823611130399468,3.143349993228912,2.8043388734178776,0.2157005236714322
2023-10-31,3.575000047683716,3.630000114440918,3.318000078201294,3.3299999237060547,238330,8.727273624563235,6.652746113304153,-0.009195609669109121,0.1709823757289797,0.9612366044343368,3.1713715797975977,0.012215382712227869,0.02141099238133699,1,0.17162649651670986,0.37671764998232227,1,0.9957274517963866,0.03449084736204977,1,3.214388696896362,1.3564199595151114,1,3.3135884637067283,3.1246087303716665,0,70.96870949538993,3.549776297609386,3.1746500015258787,2.7995237054423714,0.23632608060933008
2023-11-01,3.49399995803833,3.6080000400543213,3.427999973297119,3.5999999046325684,151262,5.151690581537995,-2.265736743076874,0.012215382712227869,0.17162649651670986,0.9957274517963866,3.214388696896362,0.02935384551247388,0.01713846280024601,1,0.16786745805396847,-2.190243662274727,0,0.9957274517963866,0.0,0,3.2487368551304114,1.0685751311661271,1,3.373725628483929,3.159788847292301,0,66.39763829748786,3.5875689954393533,3.2012500047683714,2.8149310140973895,0.24135508947788925
2023-11-02,3.4719998836517334,3.5199999809265137,3.4010000228881836,3.50600004196167,118508,3.4274182611195796,-0.6296529665371975,0.02935384551247388,0.16786745805396847,0.9957274517963866,3.2487368551304114,0.04164395384736106,0.012290108334887181,1,0.16473407337005988,-1.8665825528264208,0,0.9957274517963866,0.0,0,3.2842386217669133,1.092786772817176,1,3.4064837135398642,3.189523231707485,0,65.16985654122914,3.6199339256343825,3.2165500044822695,2.8131660833301564,0.25081775230604014
2023-11-03,3.515000104904175,3.5759999752044678,3.4519999027252197,3.509999990463257,110113,3.527740221294489,1.2384856766531671,0.04164395384736106,0.16473407337005988,0.9957274517963866,3.2842386217669133,0.04993846180674786,0.008294507959386799,1,0.17196735615969325,4.39088443675187,1,0.9957274517963866,0.0,0,3.281540130726637,-0.08216488967614366,0,3.4426558439946344,3.220521029154789,0,66.47474056900737,3.646434170486696,3.2254000067710877,2.8043658430554794,0.2610740762892854
2023-11-06,3.2639999389648438,3.4070000648498535,3.249000072479248,3.372999906539917,185742,4.8406861312844915,-7.140829543337201,0.04993846180674786,0.17196735615969325,0.9957274517963866,3.281540130726637,0.048287910419505885,-0.0016505513872419747,0,0.17368398066129578,0.9982269541949789,1,0.9957274517963866,0.0,0,3.2626681272836424,-0.5750959211587005,0,3.383103875651371,3.2246618777081277,0,53.80359338241212,3.635619981332568,3.2198000073432924,2.803980033354017,0.2582893179954832
2023-11-07,3.140000104904175,3.2950000762939453,3.0989999771118164,3.2730000019073486,186182,6.242041166686851,-3.7990145949572174,0.048287910419505885,0.17368398066129578,0.9957274517963866,3.2626681272836424,0.0415230782477409,-0.006764832171764983,0,0.17056368747279887,-1.7965348195132906,0,0.9957274517963866,0.0,0,3.241779036525055,-0.6402456499913343,0,3.3020692854023057,3.2165988517267987,0,48.8496346626282,3.617983392727453,3.20770001411438,2.797416635501307,0.2558115639291469
2023-11-08,3.1059999465942383,3.187999963760376,3.058000087738037,3.1760001182556152,172750,4.185443601339565,-1.0828075533129367,0.0415230782477409,0.17056368747279887,0.9957274517963866,3.241779036525055,0.030153846216725715,-0.011369232031015187,0,0.16838055740228436,-1.279950089530444,0,0.9957274517963866,0.0,0,3.215008483571552,-0.825798200675621,0,3.23671283913295,3.2060656226665545,0,47.556639852362835,3.599037790414374,3.1941500067710877,2.7892622231278015,0.2535183274329564
2023-11-09,3.0409998893737793,3.1619999408721924,3.0220000743865967,3.121999979019165,142578,4.603744543852164,-2.092725638702353,0.030153846216725715,0.16838055740228436,0.9957274517963866,3.215008483571552,0.01436043414440774,-0.015793412072317978,0,0.16263907620992324,-3.4098243175688805,0,0.9957274517963866,0.0,0,3.190740684744759,-0.7548284538221082,0,3.171475189213227,3.190345076638671,-1,45.098991326640586,3.5830000055898705,3.178999996185303,2.774999986780735,0.25416798357304476
2023-11-10,3.0329999923706055,3.0769999027252197,2.989000082015991,3.0380001068115234,106720,2.9014118341770088,-0.2630679807364644,0.01436043414440774,0.16263907620992324,0.9957274517963866,3.190740684744759,-0.0013956059466352702,-0.01575604009104301,0,0.16623628927548642,2.211776621824972,1,0.9612366044343368,-0.03449084736204977,0,3.1915752636725085,0.02615627561774987,1,3.1253167902656864,3.1753598305179027,0,44.79218367452412,3.576792778034912,3.168849992752075,2.7609072074692382,0.25747055633172944
2023-11-13,3.197000026702881,3.246000051498413,3.061000108718872,3.063999891281128,165652,5.786673169669458,5.407188748592517,-0.0013956059466352702,0.16623628927548642,0.9612366044343368,3.1915752636725085,-0.011452748749282511,-0.010057142802647242,0,0.16707655241988875,0.5054631260505634,1,0.9612366044343368,0.0,0,3.1801652213954057,-0.3575050354279738,0,3.149211202411418,3.1774208015831387,0,52.00117050329002,3.5804132992364184,3.1732499957084657,2.766086692180513,0.25662226681074884
2023-11-14,3.1059999465942383,3.2639999389648438,3.0859999656677246,3.2330000400543213,146724,5.730842767473257,-2.8464209993295686,-0.011452748749282511,0.16707655241988875,0.9612366044343368,3.1801652213954057,-0.02381758532681314,-0.01236483657753063,0,0.1697853816845134,1.6213102469441385,1,0.8904916399309523,-0.07074496450338452,0,3.181476532838746,0.04123406653585464,1,3.1348074504723584,3.17061881539372,0,48.2372638270841,3.580681964148251,3.174599993228912,2.7685180223095736,0.2558318980567434
2023-11-15,3.190000057220459,3.2750000953674316,3.069999933242798,3.1059999465942383,153744,6.426337255406085,2.704446621717671,-0.02381758532681314,0.1697853816845134,0.8904916399309523,3.181476532838746,-0.02747912197322646,-0.0036615366464133187,0,0.17458642503247018,2.827713022360096,1,0.9612366044343368,0.07074496450338452,1,3.1655463332921965,-0.5007171790242758,0,3.1532049860550586,3.1724646479486474,0,51.71174532103343,3.583739118953598,3.1812999963760378,2.7788608737984775,0.25300293781535654
2023-11-16,3.062000036239624,3.265000104904175,3.0280001163482666,3.1510000228881836,179663,7.740038724720681,-4.0125397706846755,-0.02747912197322646,0.17458642503247018,0.9612366044343368,3.1655463332921965,-0.03634065795730773,-0.008861535984081272,0,0.17775883046511357,1.8170974244150813,1,0.8904916399309523,-0.07074496450338452,0,3.1381401606061665,-0.8657643831586977,0,3.122803336116581,3.161944208738264,0,46.580829792611794,3.579781986496333,3.186549997329712,2.793318008163091,0.24680735560160333
2023-11-17,2.9600000381469727,3.111999988555908,2.8929998874664307,3.055000066757202,159777,7.398651968483643,-3.331156005403424,-0.03634065795730773,0.17775883046511357,0.8904916399309523,3.1381401606061665,-0.04147032695812201,-0.005129669000814276,0,0.17191891086981842,-3.285304915662837,0,0.7793498370035461,-0.11114180292740616,0,3.1039881351230005,-1.0882887231069098,0,3.068535570126712,3.1427114305867123,0,42.92573832983142,3.57472615828148,3.1896000027656557,2.8044738472498314,0.2414886852156302
2023-11-20,2.881999969482422,2.9579999446868896,2.864000082015991,2.9570000171661377,113704,3.2616191417857596,-2.6351374209231615,-0.04147032695812201,0.17191891086981842,0.7793498370035461,3.1039881351230005,-0.03975384261581927,0.001716484342302739,1,0.16535326892954957,-3.8190341638684093,0,0.7793498370035461,0.0,0,3.069589711257398,-1.1082008811943944,0,3.0063570365786156,3.117881767624399,0,40.32022398301927,3.5789729410266524,3.187399995326996,2.7958270496273396,0.2457005372866513
2023-11-21,2.8459999561309814,2.9210000038146973,2.8410000801086426,2.885999917984009,103671,2.8109601173294205,-1.2491330233395437,-0.03975384261581927,0.16535326892954957,0.7793498370035461,3.069589711257398,-0.03869010851933417,0.0010637340964851014,1,0.160899458692682,-2.6935120579715752,0,0.7793498370035461,0.0,0,3.0465777596746246,-0.7496751601160064,0,2.9529046764294042,3.091988261767883,0,39.13940777622657,3.5899508316320445,3.181149995326996,2.7723491590219473,0.25701449909973656
2023-11-22,2.8970000743865967,2.921999931335449,2.819000005722046,2.867000102996826,59224,3.555399481141272,1.7919929389228706,-0.03869010851933417,0.160899458692682,0.7793498370035461,3.0465777596746246,-0.03404615370781884,0.004643954811515326,1,0.15504949708501203,-3.6357870033878643,0,0.7793498370035461,0.0,0,3.031567393752513,-0.4926959725365611,0,2.934269809081802,3.0734179582077603,0,41.74235578050737,3.59654655827231,3.1754999995231628,2.7544534407740153,0.26518441745386384
2023-11-23,2.934000015258789,2.937999963760376,2.8589999675750732,2.8970000743865967,59224,2.6925697264638444,1.2771812192661658,-0.03404615370781884,0.15504949708501203,0.7793498370035461,3.031567393752513,-0.024399996327830055,0.009646157379988786,1,0.15490309571677457,-0.09442234318063503,0,0.8904916399309523,0.11114180292740616,1,3.008025077128643,-0.7765724315542661,0,2.9341798778074644,3.060140058879287,0,43.62609998825327,3.5949330447711936,3.1615000009536742,2.728066957136155,0.27419455555070266
2023-11-24,2.8550000190734863,2.9509999752044678,2.7980000972747803,2.8970000743865967,34118,5.359014952978512,-2.692569726463845,-0.024399996327830055,0.15490309571677457,0.8904916399309523,3.008025077128643,-0.022731865893353624,0.0016681304344764308,1,0.15426715376895253,-0.41054179380946837,0,0.8904916399309523,0.0,0,2.9794883882254393,-0.948685206123476,0,2.907786591562805,3.040602912231116,0,40.60697965862775,3.599587860929785,3.1460500001907348,2.6925121394516847,0.2883220932353609
